/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb16caesarsigg1/,1957
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest/,3244
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest2/,3932
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest3/,4614
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb31caesar/,4770
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb000530a/,2012
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb000530a2/,3083
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb0811lux/,3178
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb600102a2/,1355
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelINIshero/,5010
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelluxout1211/,2037
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelmovieb000223L/,4848
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb16caesarsigg1/,1957
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest/,3244
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest2/,3932
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest3/,4614
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb31caesar/,4770
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb000530a/,2012
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb000530a2/,3083
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb0811lux/,3178
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb600102a2/,1355
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelINIshero/,5010
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelluxout1211/,2037
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelmovieb000223L/,4848
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb16caesarsigg1/,1957
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest/,3244
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest2/,3932
/Tmp/bakhtias/slurm-228701/UCF101catcam/frame/CatWalk/labelb21ariellforest3/,4614
